Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;superficie_lavorativa;tipo_eser_pa;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
C-PA/8202;Via MERCADANTE SAVERIO N. 8;SERVIZI ALLA PERSONA;Via MERCADANTE SAVERIO;8;2232;;Centro massaggi;20124;21;BUENOS AIRES - VENEZIA;3;921.197.650.476;454.834.376.364;45.4834376364, 9.21197650476
C-PA/8204;via meucci;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8262;Via ZOIA (F.LLI) N. 220;SERVIZI ALLA PERSONA;Via ZOIA (F.LLI);220;6306;;Centro massaggi;20152;56;FORZE ARMATE;7;91.103.605.633;454.615.227.797;45.4615227797, 9.1103605633
C-PA/8263;Via GIUSTI GIUSEPPE N. 37;SERVIZI ALLA PERSONA;Via GIUSTI GIUSEPPE;37;7127;;Centro massaggi;20154;69;SARPI;1;917.410.540.343;454.797.196.538;45.4797196538, 9.17410540343
C-PA/8265;Via ARIMONDI GIUSEPPE N. 1;SERVIZI ALLA PERSONA;Via ARIMONDI GIUSEPPE;1;7179;;Centro massaggi;20155;70;GHISOLFA;8;91.538.625.842;454.894.224.708;45.4894224708, 9.1538625842
C-PA/8266;Via TORRIANI NAPO N. 22;SERVIZI ALLA PERSONA;Via TORRIANI NAPO;22;2126;;Centro massaggi;20124;10;CENTRALE;2;920.332.902.197;454.829.188.502;45.4829188502, 9.20332902197
C-PA/8270;via t . grossi 1;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8271;Via SETTALA LODOVICO N. 61;SERVIZI ALLA PERSONA;Via SETTALA LODOVICO;61;2111;;Centro massaggi;20124;21;BUENOS AIRES - VENEZIA;3;920.846.210.187;454.830.243.663;45.4830243663, 9.20846210187
C-PA/8272;Via BIUMI PAOLO GEROLAMO N. 3;SERVIZI ALLA PERSONA;Via BIUMI PAOLO GEROLAMO;3;2465;;Centro massaggi;20128;16;VLE MONZA;2;923.443.102.636;455.057.538.764;45.5057538764, 9.23443102636
C-PA/8274;Via AOSTA N. 13;SERVIZI ALLA PERSONA;Via AOSTA;13;7227;;Centro massaggi;20155;70;GHISOLFA;8;916.602.667.366;454.918.815.959;45.4918815959, 9.16602667366
C-PA/8276;via valenza 5;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8278;Via BOLTRAFFIO GIAN ANTONIO N. 12;SERVIZI ALLA PERSONA;Via BOLTRAFFIO GIAN ANTONIO;12;1149;;Centro massaggi;20159;11;ISOLA;9;918.676.050.337;454.917.330.436;45.4917330436, 9.18676050337
C-PA/8279;via alcuino 7;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8283;Via MARTIRI TRIESTINI N. 7;SERVIZI ALLA PERSONA;Via MARTIRI TRIESTINI;7;6509;;Centro massaggi;20148;57;SELINUNTE;7;914.312.135.872;454.743.222.711;45.4743222711, 9.14312135872
C-PA/8285;Viale ZARA N. 11 (z.d. 9);SERVIZI ALLA PERSONA;Viale ZARA;11;1170;;Centro massaggi;20159;11;ISOLA;9;919.154.711.492;454.910.562.446;45.4910562446, 9.19154711492
C-PA/8289;Via FRIULI N. 61 (z.d. 4);SERVIZI ALLA PERSONA;Via FRIULI;61;3199;30;Centro massaggi;20135;26;XXII MARZO;4;921.429.364.041;454.557.756.247;45.4557756247, 9.21429364041
C-PA/8292;Viale BLIGNY N. 23;SERVIZI ALLA PERSONA;Viale BLIGNY;23;4045;;Centro massaggi;20136;5;VIGENTINA;5;919.206.280.049;45.451.047.427;45.451047427, 9.19206280049
C-PA/8293;via lazzaretto 2;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8294;Via BIXIO NINO N. 10;SERVIZI ALLA PERSONA;Via BIXIO NINO;10;3133;;Centro massaggi;20129;21;BUENOS AIRES - VENEZIA;3;920.815.555.093;454.720.692.396;45.4720692396, 9.20815555093
C-PA/8295;Via FORZE ARMATE (DELLE) N. 397;SERVIZI ALLA PERSONA;Via FORZE ARMATE (DELLE);397;6643;;Centro massaggi;20152;55;BAGGIO;7;909.099.997.132;454.609.154.464;45.4609154464, 9.09099997132
C-PA/8297;Via MELLONI MACEDONIO N. 30;SERVIZI ALLA PERSONA;Via MELLONI MACEDONIO;30;3085;;Centro massaggi;20129;26;XXII MARZO;4;92.126.174.187;454.665.387.937;45.4665387937, 9.2126174187
C-PA/8298;via de sanctis 45;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
PA/8571;Corso PORTA NUOVA (DI) N. 46| (z.d. 1);SERVIZI ALLA PERSONA;Corso PORTA NUOVA (DI);46;1044;34;Acconciatore;20121;2;BRERA;1;919.235.172.863;454.783.417.387;45.4783417387, 9.19235172863
PA/8575;CORSO PORTA VITTORIA (DI) N. 8 (z.d. 1);SERVIZI ALLA PERSONA;CORSO PORTA VITTORIA (DI);8;3016;28;Acconciatore;20122;4;GUASTALLA;1;919.847.504.234;454.621.381.792;45.4621381792, 9.19847504234
C-PA/7956;Via ASIAGO N. 9;SERVIZI ALLA PERSONA;Via ASIAGO;9;2459;;Esecuzione di tatuaggi e piercing;20128;16;VLE MONZA;2;922.569.914.518;455.053.173.793;45.5053173793, 9.22569914518
C-PA/7957;Via VOLVINIO N. 31 (z.d. 5);SERVIZI ALLA PERSONA;Via VOLVINIO;31;5333;;Esecuzione di tatuaggi e piercing;20141;42;STADERA;5;918.376.706.709;454.352.780.344;45.4352780344, 9.18376706709
C-PA/7959;Via PONALE N. 6;SERVIZI ALLA PERSONA;Via PONALE;6;1616;;Esecuzione di tatuaggi e piercing;20162;14;NIGUARDA - CA' GRANDA;9;920.857.124.085;455.228.601.988;45.5228601988, 9.20857124085
C-PA/7960;Via ORNATO LUIGI N. 113;SERVIZI ALLA PERSONA;Via ORNATO LUIGI;113;1591;;Esecuzione di tatuaggi e piercing;20162;14;NIGUARDA - CA' GRANDA;9;919.187.703.645;455.221.303.945;45.5221303945, 9.19187703645
C-PA/7961;Via CARDUCCI GIOSUE' N. 9;SERVIZI ALLA PERSONA;Via CARDUCCI GIOSUE';9;602;;Esecuzione di tatuaggi e piercing;20123;1;DUOMO;1;917.619.650.336;45.466.388.913;45.466388913, 9.17619650336
C-PA/7962;Via TORRICELLI EVANGELISTA N. 19;SERVIZI ALLA PERSONA;Via TORRICELLI EVANGELISTA;19;5240;;Esecuzione di tatuaggi e piercing;20136;6;TICINESE;5;917.675.074.395;454.443.118.163;45.4443118163, 9.17675074395
C-PA/7965;Via MAZZOLARI DON PRIMO N. 31;SERVIZI ALLA PERSONA;Via MAZZOLARI DON PRIMO;31;5457;;Esecuzione di tatuaggi e piercing;20142;46;BARONA;6;914.936.833.923;454.316.058.505;45.4316058505, 9.14936833923
C-PA/7966;Via VARCHI BENEDETTO N. 1;SERVIZI ALLA PERSONA;Via VARCHI BENEDETTO;1;1252;;Esecuzione di tatuaggi e piercing;20158;77;BOVISA;9;916.524.261.063;454.990.639.612;45.4990639612, 9.16524261063
C-PA/7967;Via MORAZZONE N. 10;SERVIZI ALLA PERSONA;Via MORAZZONE;10;7131;;Esecuzione di tatuaggi e piercing;20154;69;SARPI;1;917.377.069.327;454.804.326.077;45.4804326077, 9.17377069327
C-PA/7970;Viale CASSIODORO N. 12;SERVIZI ALLA PERSONA;Viale CASSIODORO;12;6359;;Esecuzione di tatuaggi e piercing;20145;68;PAGANO;8;916.012.476.848;45.474.394.229;45.474394229, 9.16012476848
C-PA/7971;Via ANFOSSI AUGUSTO N. 2;SERVIZI ALLA PERSONA;Via ANFOSSI AUGUSTO;2;3071;;Esecuzione di tatuaggi e piercing;20135;26;XXII MARZO;4;920.836.462.643;454.605.674.603;45.4605674603, 9.20836462643
C-PA/7976;Via LONDONIO FRANCESCO N. 18;SERVIZI ALLA PERSONA;Via LONDONIO FRANCESCO;18;7134;;Esecuzione di tatuaggi e piercing;20154;69;SARPI;8;916.942.079.296;45.480.098.889;45.480098889, 9.16942079296
C-PA/7977;Viale BEATRICE D'ESTE N. 48;SERVIZI ALLA PERSONA;Viale BEATRICE D'ESTE;48;4048;;Esecuzione di tatuaggi e piercing;20136;5;VIGENTINA;5;919.613.799.325;454.517.308.377;45.4517308377, 9.19613799325
C-PA/7979;Via MAROCHETTI CARLO N. 21;SERVIZI ALLA PERSONA;Via MAROCHETTI CARLO;21;4185;;Esecuzione di tatuaggi e piercing;20139;35;LODI - CORVETTO;4;922.741.096.839;454.386.299.573;45.4386299573, 9.22741096839
C-PA/7981;Via SACCARDO PIETRO ANDREA N. 31 (z.d. 3);SERVIZI ALLA PERSONA;Via SACCARDO PIETRO ANDREA;31;2665;;Esecuzione di tatuaggi e piercing;20134;23;LAMBRATE;3;924.201.535.568;454.812.562.551;45.4812562551, 9.24201535568
C-PA/7984;Via BARTOLINI LORENZO N. 49;SERVIZI ALLA PERSONA;Via BARTOLINI LORENZO;49;7178;;Esecuzione di tatuaggi e piercing;20155;71;VILLAPIZZONE;8;915.170.444.517;45.492.395.395;45.492395395, 9.15170444517
C-PA/7985;Via LODOVICO IL MORO N. 179;SERVIZI ALLA PERSONA;Via LODOVICO IL MORO;179;5290;;Esecuzione di tatuaggi e piercing;20142;48;RONCHETTO S/N;6;912.693.655.102;454.396.282.145;45.4396282145, 9.12693655102
C-PA/7987;Via LODOVICO IL MORO N. 179 (z.d. 6);SERVIZI ALLA PERSONA;Via LODOVICO IL MORO;179;5290;54;Esecuzione di tatuaggi e piercing;20142;48;RONCHETTO S/N;6;912.693.655.102;454.396.282.145;45.4396282145, 9.12693655102
C-PA/7988;Via CARDUCCI GIOSUE' N. 9;SERVIZI ALLA PERSONA;Via CARDUCCI GIOSUE';9;602;;Esecuzione di tatuaggi e piercing;20123;1;DUOMO;1;917.619.650.336;45.466.388.913;45.466388913, 9.17619650336
C-PA/7990;Piazza OBERDAN GUGLIELMO N. 3 (z.d. 3);SERVIZI ALLA PERSONA;Piazza OBERDAN GUGLIELMO;3;2108;;Esecuzione di tatuaggi e piercing;20124;21;BUENOS AIRES - VENEZIA;3;920.479.540.117;45.475.259.977;45.475259977, 9.20479540117
C-PA/7991;Via MORAZZONE N. 10;SERVIZI ALLA PERSONA;Via MORAZZONE;10;7131;;Esecuzione di tatuaggi e piercing;20154;69;SARPI;1;917.377.069.327;454.804.326.077;45.4804326077, 9.17377069327
C-PA/8303;PIAZZALE MEDAGLIE D'ORO N. 2 (z.d. 5);SERVIZI ALLA PERSONA;PIAZZALE MEDAGLIE D'ORO;2;4104;;Centro benessere;20135;27;PTA ROMANA;5;920.213.101.999;454.519.290.686;45.4519290686, 9.20213101999
C-PA/8304;Via MESSINA N. 15;SERVIZI ALLA PERSONA;Via MESSINA;15;7211;;Centro benessere;20154;69;SARPI;8;917.466.637.762;4.548.276.599;45.48276599, 9.17466637762
C-PA/8305;Via TRAIANO MARCO ULPIO N. 38;SERVIZI ALLA PERSONA;Via TRAIANO MARCO ULPIO;38;7157;;Centro benessere;20149;67;PORTELLO;8;915.029.673.854;454.875.513.462;45.4875513462, 9.15029673854
C-PA/8306;Via BELLEZZA GIOVANNI N. 8;SERVIZI ALLA PERSONA;Via BELLEZZA GIOVANNI;8;4067;;Centro benessere;20136;5;VIGENTINA;5;919.653.250.355;454.487.376.957;45.4487376957, 9.19653250355
C-PA/8309;Viale ABRUZZI N. 68;SERVIZI ALLA PERSONA;Viale ABRUZZI;68;2177;;Centro benessere;20131;21;BUENOS AIRES - VENEZIA;3;921.730.696.269;454.824.582.966;45.4824582966, 9.21730696269
C-PA/8310;Via PONTE SEVESO N. 36 (z.d. 2);SERVIZI ALLA PERSONA;Via PONTE SEVESO;36;1203;;Centro benessere;20125;10;CENTRALE;2;920.544.461.419;454.899.109.476;45.4899109476, 9.20544461419
C-PA/8312;Via GALLARATE N. 101;SERVIZI ALLA PERSONA;Via GALLARATE;101;7420;108;Centro benessere;20151;71;VILLAPIZZONE;8;913.452.970.397;454.959.429.218;45.4959429218, 9.13452970397
C-PA/8313;Via PLANA GIOVANNI ANTONIO N. 26;SERVIZI ALLA PERSONA;Via PLANA GIOVANNI ANTONIO;26;7177;;Centro benessere;20155;70;GHISOLFA;8;915.356.992.084;454.901.046.876;45.4901046876, 9.15356992084
C-PA/8314;PIAZZALE MEDAGLIE D'ORO N. 2 (z.d. 1);SERVIZI ALLA PERSONA;PIAZZALE MEDAGLIE D'ORO;2;4104;;Centro benessere|TIPO A - REG.2003;20135;27;PTA ROMANA;5;920.213.101.999;454.519.290.686;45.4519290686, 9.20213101999
C-PA/8316;Via PALMANOVA N. 54;SERVIZI ALLA PERSONA;Via PALMANOVA;54;2390;;Centro benessere;20132;18;Parco Lambro - CIMIANO;3;923.659.911.221;454.961.147.008;45.4961147008, 9.23659911221
C-PA/8318;Via COSTA ANDREA N. 7;SERVIZI ALLA PERSONA;Via COSTA ANDREA;7;2276;;Centro benessere;20131;20;LORETO;2;92.187.146.027;454.868.426.517;45.4868426517, 9.2187146027
C-PA/8319;Piazzale MEDAGLIE D'ORO N. 2 (z.d. 5);SERVIZI ALLA PERSONA;Piazzale MEDAGLIE D'ORO;2;4104;40;Centro benessere;20135;27;PTA ROMANA;5;920.213.101.999;454.519.290.686;45.4519290686, 9.20213101999
C-PA/8322;Viale LUNIGIANA N. 12;SERVIZI ALLA PERSONA;Viale LUNIGIANA;12;1214;;Centro benessere;20125;10;CENTRALE;2;920.511.933.598;454.917.951.166;45.4917951166, 9.20511933598
C-PA/8324;Via LODOVICO IL MORO N. 61;SERVIZI ALLA PERSONA;Via LODOVICO IL MORO;61;5290;;Centro benessere;20143;48;RONCHETTO S/N;6;914.303.721.409;454.448.257.526;45.4448257526, 9.14303721409
C-PA/7993;via acerbi 46;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/7994;Via INAMA VIGILIO N. 25 via inama 25 (z.d. 3);SERVIZI ALLA PERSONA;Via INAMA VIGILIO;25;3169;;Centro massaggi;20133;22;CITTA' STUDI;3;923.397.090.693;454.727.853.323;45.4727853323, 9.23397090693
C-PA/7995;Viale ARGONNE N. 1;SERVIZI ALLA PERSONA;Viale ARGONNE;1;3254;;Centro massaggi;20133;22;CITTA' STUDI;3;922.527.785.422;454.684.975.505;45.4684975505, 9.22527785422
C-PA/7997;Corso LODI N. 19 (z.d. 4);SERVIZI ALLA PERSONA;Corso LODI;19;4068;90;Centro massaggi;20135;27;PTA ROMANA;4;920.618.946.502;454.500.330.828;45.4500330828, 9.20618946502
C-PA/7999;Via BOSCOVICH RUGGERO N. 23;SERVIZI ALLA PERSONA;Via BOSCOVICH RUGGERO;23;2131;;Centro massaggi;20124;10;CENTRALE;2;920.293.173.181;4.548.239.531;45.48239531, 9.20293173181
C-PA/8000;Viale ZARA N. 63;SERVIZI ALLA PERSONA;Viale ZARA;63;1170;;Centro massaggi;20159;11;ISOLA;9;919.347.929.776;454.944.774.768;45.4944774768, 9.19347929776
PA/8326;VIA MASOLINO DA PANICALE N. 2 (z.d. 8);SERVIZI ALLA PERSONA;VIA MASOLINO DA PANICALE;2;7264;45;Acconciatore;20155;71;VILLAPIZZONE;8;915.134.633.566;454.930.857.666;45.4930857666, 9.15134633566
PA/8327;Via BONGHI RUGGERO N. 12 (z.d. 5);SERVIZI ALLA PERSONA;Via BONGHI RUGGERO;12;5247;40;Acconciatore;20141;43;TIBALDI;5;91.804.526.621;454.406.729.823;45.4406729823, 9.1804526621
PA/8328;Via COL MOSCHIN N. 1 (z.d. 5);SERVIZI ALLA PERSONA;Via COL MOSCHIN;1;5211;50;TIPO A - REG.2003;20136;6;TICINESE;5;918.501.254.506;454.517.426.277;45.4517426277, 9.18501254506
C-PA/8002;Via ANFOSSI AUGUSTO N. 2;SERVIZI ALLA PERSONA;Via ANFOSSI AUGUSTO;2;3071;;Centro massaggi;20135;26;XXII MARZO;4;920.836.462.643;454.605.674.603;45.4605674603, 9.20836462643
C-PA/8003;Via PADOVA N. 238;SERVIZI ALLA PERSONA;Via PADOVA;238;2275;;Centro massaggi;20132;19;PADOVA;2;924.195.658.297;455.050.516.392;45.5050516392, 9.24195658297
C-PA/8005;via valenza n. 5;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8013;Via VARESINA N. 71;SERVIZI ALLA PERSONA;Via VARESINA;71;7290;;Centro massaggi;20156;71;VILLAPIZZONE;8;914.498.137.572;454.978.186.316;45.4978186316, 9.14498137572
C-PA/8014;Via VAL MAIRA N. 15;SERVIZI ALLA PERSONA;Via VAL MAIRA;15;1098;;Centro massaggi;20162;14;NIGUARDA - CA' GRANDA;9;919.624.507.372;455.084.543.465;45.5084543465, 9.19624507372
C-PA/8015;varanini n. 12;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8018;Piazza LIMA N. 2;SERVIZI ALLA PERSONA;Piazza LIMA;2;2135;;Centro massaggi;20129;21;BUENOS AIRES - VENEZIA;3;921.172.264.117;45.480.439.018;45.480439018, 9.21172264117
C-PA/8019;m. d'agrate n. 6;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8020;Via MAC MAHON N. 45;SERVIZI ALLA PERSONA;Via MAC MAHON;45;7221;;Centro massaggi;20155;70;GHISOLFA;8;916.187.355.559;454.907.212.345;45.4907212345, 9.16187355559
C-PA/8021;Via GIOIA MELCHIORRE N. 43;SERVIZI ALLA PERSONA;Via GIOIA MELCHIORRE;43;1108;;Centro massaggi;20124;9;GARIBALDI REPUBBLICA;9;919.766.523.523;454.869.544.307;45.4869544307, 9.19766523523
C-PA/8023;Via VENINI GIULIO E CORRADO N. 91;SERVIZI ALLA PERSONA;Via VENINI GIULIO E CORRADO;91;2258;;Centro massaggi;20125;20;LORETO;2;921.716.334.369;454.952.670.791;45.4952670791, 9.21716334369
C-PA/8024;Via PISTRUCCI SCIPIONE via pistrucci;SERVIZI ALLA PERSONA;Via PISTRUCCI SCIPIONE;;3215;;Centro massaggi;;;;;;;
C-PA/8025;via paolo sarpi n. 58;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8029;Via PULCI LUIGI N. 13;SERVIZI ALLA PERSONA;Via PULCI LUIGI;13;1622;;Centro massaggi;20126;15;BICOCCA;9;920.713.902.028;455.144.226.998;45.5144226998, 9.20713902028
PA/7946;Via CAPECELATRO ALFONSO N. 23 (z.d. 7);SERVIZI ALLA PERSONA;Via CAPECELATRO ALFONSO;23;6575;45;TIPO A - REG.2003;20148;57;SELINUNTE;7;913.171.709.127;454.695.869.472;45.4695869472, 9.13171709127
PA/7947;Via RENZO E LUCIA N. 1 (z.d. 5);SERVIZI ALLA PERSONA;Via RENZO E LUCIA;1;5412;18;Acconciatore|TIPO A - REG.2003;20142;42;STADERA;5;917.306.838.658;45.436.443.173;45.436443173, 9.17306838658
PA/8329;Via BOTTESINI GIOVANNI N. 7 (z.d. 3);SERVIZI ALLA PERSONA;Via BOTTESINI GIOVANNI;7;2567;45;Acconciatore;20131;22;CITTA' STUDI;3;923.401.694.752;454.844.447.406;45.4844447406, 9.23401694752
PA/8330;PIAZZALE ZAVATTARI (F.LLI) N. 4 (z.d. 7);SERVIZI ALLA PERSONA;PIAZZALE ZAVATTARI (F.LLI);4;6537;45;Acconciatore;20149;58;DE ANGELI - MONTE ROSA;7;91.436.647.506;454.757.470.259;45.4757470259, 9.1436647506
PA/8331;Via OLGETTINA N. 65 (z.d. 3);SERVIZI ALLA PERSONA;Via OLGETTINA;65;2530;50;TIPO A - REG.2003;20132;18;Parco Lambro - CIMIANO;3;927.356.197.473;455.052.443.514;45.5052443514, 9.27356197473
PA/8333;Via CASTELVETRO LODOVICO N. 13 (z.d. 8);SERVIZI ALLA PERSONA;Via CASTELVETRO LODOVICO;13;7195;46;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20154;69;SARPI;8;916.453.935.362.094;45.484.975.460.811;45.484975460811, 9.16453935362094
PA/8334;Via JAN GIORGIO N. 6 (z.d. 3);SERVIZI ALLA PERSONA;Via JAN GIORGIO;6;2154;35;;20129;21;BUENOS AIRES - VENEZIA;3;92.106.074.517;454.776.336.039;45.4776336039, 9.2106074517
PA/8337;Via PULCI LUIGI N. 15 (z.d. 9);SERVIZI ALLA PERSONA;Via PULCI LUIGI;15;1622;45;Acconciatore;20126;15;BICOCCA;9;920.740.300.726;455.144.449.702;45.5144449702, 9.20740300726
PA/8338;Via BINDA AMBROGIO N. 9 (z.d. 6);SERVIZI ALLA PERSONA;Via BINDA AMBROGIO;9;5298;39;Parrucchiere per signora;20143;45;S. CRISTOFORO;6;915.515.515.955;454.434.034.211;45.4434034211, 9.15515515955
PA/8340;Via FRANCHETTI RAIMONDO N. 2 (z.d. 2);SERVIZI ALLA PERSONA;Via FRANCHETTI RAIMONDO;2;2115;64;TIPO A ESTETICA MANUALE|TIPO C TRATT.ESTETICI DIMAGRIM|TIPO B CENTRO DI ABBRONZATURA;20124;10;CENTRALE;2;919.981.913.374;454.791.068.085;45.4791068085, 9.19981913374
C-PA/8031;via borgo pieve 108;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8038;via varchi, 1 - milano;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8041;Via CORREGGIO N. 12 (z.d. 7);SERVIZI ALLA PERSONA;Via CORREGGIO;12;6287;35;Discipline bionaturali;20149;58;DE ANGELI - MONTE ROSA;7;91.513.633.638;454.705.288.607;45.4705288607, 9.1513633638
C-PA/8042;Via VENINI GIULIO E CORRADO N. 91 via venini 91 (z.d. 2);SERVIZI ALLA PERSONA;Via VENINI GIULIO E CORRADO;91;2258;;Centro massaggi;20125;20;LORETO;2;921.716.334.369;454.952.670.791;45.4952670791, 9.21716334369
C-PA/8043;via m. gioia, 43 - milano;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8045;via crescenzago, 34 - milano;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8047;Via DE MARCHI EMILIO N. 5 (z.d. 2);SERVIZI ALLA PERSONA;Via DE MARCHI EMILIO;5;1418;40;Centro massaggi;20125;13;GRECO;2;920.829.304.719;454.981.277.609;45.4981277609, 9.20829304719
C-PA/8051;Via PADOVA N. 12;SERVIZI ALLA PERSONA;Via PADOVA;12;2275;;Centro massaggi;20131;20;LORETO;2;921.836.535.928;454.872.698.235;45.4872698235, 9.21836535928
C-PA/8057;Via LODOVICO IL MORO N. 163;SERVIZI ALLA PERSONA;Via LODOVICO IL MORO;163;5290;48;Centro massaggi;20142;48;RONCHETTO S/N;6;912.921.541.514;4.544.082.376;45.44082376, 9.12921541514
C-PA/8059;Via BRENO N. 2 (z.d. 4);SERVIZI ALLA PERSONA;Via BRENO;2;4149;53;Centro massaggi;20139;35;LODI - CORVETTO;4;921.490.997.592;454.424.061.201;45.4424061201, 9.21490997592
C-PA/8205;Via VENINI GIULIO E CORRADO N. 71;SERVIZI ALLA PERSONA;Via VENINI GIULIO E CORRADO;71;2258;;Centro massaggi;20127;20;LORETO;2;921.624.796.788;454.925.675.572;45.4925675572, 9.21624796788
C-PA/8206;Via RICORDO (DEL) N. 1;SERVIZI ALLA PERSONA;Via RICORDO (DEL);1;2496;;Centro massaggi;20128;17;ADRIANO;2;924.647.998.802;455.109.320.324;45.5109320324, 9.24647998802
C-PA/8209;Via MARCELLO BENEDETTO N. 1;SERVIZI ALLA PERSONA;Via MARCELLO BENEDETTO;1;2128;;Centro massaggi;20124;21;BUENOS AIRES - VENEZIA;3;920.580.571.763;45.479.094.695;45.479094695, 9.20580571763
C-PA/8069;Via RICCIARELLI DANIELE N. 39;SERVIZI ALLA PERSONA;Via RICCIARELLI DANIELE;39;6553;;Centro massaggi;20148;57;SELINUNTE;7;913.798.941.776;454.690.497.317;45.4690497317, 9.13798941776
C-PA/8075;Via STATUTO N. 13;SERVIZI ALLA PERSONA;Via STATUTO;13;1029;;Centro massaggi;20121;2;BRERA;1;918.571.934.418;454.763.048.975;45.4763048975, 9.18571934418
C-PA/8077;via maderna, 2 - milano;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8078;Via VALENZA N. 5;SERVIZI ALLA PERSONA;Via VALENZA;5;5121;;Centro massaggi;20144;44;NAVIGLI;6;91.697.279.462;454.518.505.382;45.4518505382, 9.1697279462
PA/8341;Via VAL MAIRA N. 4 (z.d. 9);SERVIZI ALLA PERSONA;Via VAL MAIRA;4;1098;53;Parrucchiere per signora;20162;14;NIGUARDA - CA' GRANDA;9;919.868.716.256;455.093.327.642;45.5093327642, 9.19868716256
C-PA/8081;Via COLA DI RIENZO N. 44;SERVIZI ALLA PERSONA;Via COLA DI RIENZO;44;6094;;Centro massaggi;20144;50;TORTONA;6;915.635.946.669;454.550.822.678;45.4550822678, 9.15635946669
C-PA/8083;via mondovi n. 6;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8084;via val maira, 15 - milano;SERVIZI ALLA PERSONA;;;;;Centro massaggi;;;;;;;
C-PA/8085;Via MANCINELLI LUIGI N. 19;SERVIZI ALLA PERSONA;Via MANCINELLI LUIGI;19;2422;;Centro massaggi;20131;20;LORETO;3;922.684.437.456;45.490.985.921;45.490985921, 9.22684437456
C-PA/8088;Piazzale CADORNA LUIGI N. 13;SERVIZI ALLA PERSONA;Piazzale CADORNA LUIGI;13;601;;Centro massaggi;20123;7;MAGENTA - S. VITTORE;1;917.594.887.056;454.677.435.046;45.4677435046, 9.17594887056
C-PA/8091;Via MILLELIRE DOMENICO 4;SERVIZI ALLA PERSONA;Via MILLELIRE DOMENICO;;6620;;Centro massaggi;;;;;;;
C-PA/8094;Via BRUNACCI VINCENZO N. 10;SERVIZI ALLA PERSONA;Via BRUNACCI VINCENZO;10;5241;;Centro massaggi;20136;6;TICINESE;5;917.883.434.517;454.448.257.214;45.4448257214, 9.17883434517
C-PA/8096;Via MELLONI MACEDONIO N. 30;SERVIZI ALLA PERSONA;Via MELLONI MACEDONIO;30;3085;;Centro massaggi;20129;26;XXII MARZO;4;92.126.174.187;454.665.387.937;45.4665387937, 9.2126174187
C-PA/8104;Viale ABRUZZI N. 66;SERVIZI ALLA PERSONA;Viale ABRUZZI;66;2177;;Centro massaggi;20131;21;BUENOS AIRES - VENEZIA;3;921.730.636.719;454.823.037.306;45.4823037306, 9.21730636719
C-PA/8105;Via MARCO D'AGRATE N. 6;SERVIZI ALLA PERSONA;Via MARCO D'AGRATE;6;4276;;Centro massaggi;20139;36;SCALO ROMANA;5;921.540.512.855;45.436.954.107;45.436954107, 9.21540512855
C-PA/8108;Via TORRIANI NAPO N. 10 (z.d. 2);SERVIZI ALLA PERSONA;Via TORRIANI NAPO;10;2126;25;Discipline bionaturali;20124;10;CENTRALE;2;920.367.073.835;454.814.528.068;45.4814528068, 9.20367073835
C-PA/8111;Via AMADEO GIAN ANTONIO N. 40 via amadeo 40 (z.d. 3);SERVIZI ALLA PERSONA;Via AMADEO GIAN ANTONIO;40;3228;;Centro massaggi;20133;22;CITTA' STUDI;3;923.468.806.504;454.708.435.314;45.4708435314, 9.23468806504
C-PA/8114;Via TEODOSIO N. 83 (z.d. 3);SERVIZI ALLA PERSONA;Via TEODOSIO;83;2550;77;Centro massaggi;20131;20;LORETO;3;922.965.157.537;454.886.098.941;45.4886098941, 9.22965157537
C-PA/8115;Viale ABRUZZI N. 92;SERVIZI ALLA PERSONA;Viale ABRUZZI;92;2177;;Centro massaggi;20131;21;BUENOS AIRES - VENEZIA;3;921.724.721.285;454.849.731.577;45.4849731577, 9.21724721285
